id,struct_id,concept_id,relationship_name,concept_name,umls_cui,snomed_full_name,cui_semantic_type,snomed_conceptid
132757,3548,21013784,indication,Pulmonary arterial hypertension,C2973725,Pulmonary arterial hypertension,T047,11399002
132758,4923,21000439,indication,Metastatic malignant melanoma,C0860594,Metastatic malignant melanoma,T191,443493003
132759,4164,21003147,indication,Weight loss,C0043096,Weight loss,T033,89362005
132760,4157,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
132761,2655,21002900,indication,Postmenopausal osteoporosis,C0029458,Postmenopausal osteoporosis,T047,102447009
132762,4924,21000439,indication,Metastatic malignant melanoma,C0860594,Metastatic malignant melanoma,T191,443493003
132763,2864,21003205,indication,Cough,C0010200,Cough,T184,49727002
132764,4150,21000789,indication,Obesity,C0028754,Obesity,T047,414916001
132765,2361,21000952,indication,Major depressive disorder,C1269683,Major depressive disorder,T048,370143000
132766,362,21000701,indication,Hypercholesterolemia,C0020443,Hypercholesterolemia,T047,13644009
132767,4516,40249151,indication,Cosyntropin preparation,C0010192,Cosyntropin preparation,T130,126188005
132768,2658,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
132769,4145,40249152,indication,Age related macular degeneration,C0242383,Age related macular degeneration,T047,267718000
132770,4145,21013521,indication,Tear film insufficiency,C0013238,Tear film insufficiency,T047,46152009
132771,4145,40249153,indication,Meibomian gland dysfunction,C1275684,Meibomian gland dysfunction,T047,397549002
132772,4915,40249154,indication,Pre B-cell acute lymphoblastic leukemia,C0349636,Pre B-cell acute lymphoblastic leukemia,T191,277572006
132773,2368,21001866,indication,Asthma,C0004096,Asthma,T047,195967001
132774,4190,21000556,indication,Polycythemia vera,C0032463,Polycythemia vera,T191,109992005
132775,1579,40249071,indication,Premature ejaculation,C0033038,Premature ejaculation,T048,44001008
132776,2265,40249071,indication,Premature ejaculation,C0033038,Premature ejaculation,T048,44001008
132777,2371,40249155,indication,Superficial bacterial infection of skin,C0342985,Superficial bacterial infection of skin,T047,275441009
132778,4916,21001177,indication,Exudative age-related macular degeneration,C0271084,Exudative age-related macular degeneration,T047,414173003
132779,4916,21013983,indication,Central retinal vein occlusion with macular edema,C0339498,Central retinal vein occlusion with macular edema,T020,232039004
132780,4916,21013982,indication,Branch retinal vein occlusion with macular edema,C0339507,Branch retinal vein occlusion with macular edema,T020,232048009
132781,4916,40249156,indication,Diabetic macular edema,C0730285,Diabetic macular edema,T047,312912001
132782,4916,21000426,indication,Metastasis from malignant tumor of colon,C1282500,Metastasis from malignant tumor of colon,T191,314998002
132783,3961,21001999,indication,Gastroesophageal reflux disease,C0017168,Gastroesophageal reflux disease,T047,235595009
132784,4898,40249135,indication,Chemotherapy-induced nausea and vomiting,C0401160,Chemotherapy-induced nausea and vomiting,T046,236084000
132785,4899,21000193,indication,Chronic hepatitis C,C0524910,Chronic hepatitis C,T047,128302006
132786,2408,21002013,indication,Gastric ulcer,C0038358,Gastric ulcer,T047,397825006
132787,2070,40249136,indication,Sepsis due to Streptococcus pneumoniae,C2887084,Sepsis due to Streptococcus pneumoniae,T047,448421008
132788,4900,21013521,indication,Tear film insufficiency,C0013238,Tear film insufficiency,T047,46152009
132789,4901,21000595,indication,Diabetes mellitus type 1,C0011854,Diabetes mellitus type 1,T047,46635009
132790,4901,21000594,indication,Diabetes mellitus type 2,C0011860,Diabetes mellitus type 2,T047,44054006
132856,1118,40249114,indication,Angiomyolipoma of kidney,C0241961,Angiomyolipoma of kidney,T191,254921004
132791,1537,40249137,indication,Gastro-esophageal reflux disease with esophagitis,C0677659,Gastro-esophageal reflux disease with esophagitis,T047,266433003
132792,272,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
132793,4902,21002311,indication,Bladder muscle dysfunction - overactive,C0403643,Bladder muscle dysfunction - overactive,T047,236633002
132794,1638,21013761,indication,Pustular psoriasis,C0152081,Pustular psoriasis,T047,200973000
132795,972,40249138,indication,Female stress incontinence,C0038437,Female stress incontinence,T047,60241006
132796,4903,40249058,indication,Hamman-Rich syndrome,C0085786,Hamman-Rich syndrome,T047,700250006
132797,4904,21002805,indication,Rheumatoid arthritis,C0003873,Rheumatoid arthritis,T047,69896004
132798,4904,40249139,indication,Juvenile idiopathic arthritis,C3495559,Juvenile idiopathic arthritis,T047,410502007
132799,4904,21002682,indication,Psoriasis with arthropathy,C0003872,Psoriasis with arthropathy,T047,33339001
132800,4904,21002827,indication,Ankylosing spondylitis,C0038013,Ankylosing spondylitis,T047,9631008
132801,4904,21002084,indication,Crohn's disease,C0010346,Crohn's disease,T047,34000006
132802,4904,21002089,indication,Ulcerative colitis,C0009324,Ulcerative colitis,T047,64766004
132803,4904,21002686,indication,Plaque psoriasis,C0406317,Plaque psoriasis,T047,200965009
132804,322,40249126,indication,Infection by Trypanosoma cruzi,C0041234,Infection by Trypanosoma cruzi,T047,77506005
132805,873,40249127,indication,Lymphatic filariasis,C0013882,Lymphatic filariasis,T047,240820001
132806,990,21000241,indication,African trypanosomiasis,C0041228,African trypanosomiasis,T047,27031003
132807,3336,21000241,indication,African trypanosomiasis,C0041228,African trypanosomiasis,T047,27031003
132808,1929,40249126,indication,Infection by Trypanosoma cruzi,C0041234,Infection by Trypanosoma cruzi,T047,77506005
132809,4020,21000239,indication,Leishmaniasis,C0023281,Leishmaniasis,T047,80612004
132810,2966,21000241,indication,African trypanosomiasis,C0041228,African trypanosomiasis,T047,27031003
132811,2090,21000241,indication,African trypanosomiasis,C0041228,African trypanosomiasis,T047,27031003
132812,4885,21000594,indication,Diabetes mellitus type 2,C0011860,Diabetes mellitus type 2,T047,44054006
132813,2782,21001866,indication,Asthma,C0004096,Asthma,T047,195967001
132814,2782,21001855,indication,Pulmonary emphysema,C0034067,Pulmonary emphysema,T047,87433001
132815,1987,40249129,indication,Acute heart failure,C0264714,Acute heart failure,T047,56675007
132816,294,21001772,indication,Vasomotor rhinitis,C0035460,Vasomotor rhinitis,T047,8229003
132817,429,40249130,indication,Essential hypertension,C0085580,Essential hypertension,T047,59621000
132818,641,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
132819,2760,40249130,indication,Essential hypertension,C0085580,Essential hypertension,T047,59621000
132820,2665,40249130,indication,Essential hypertension,C0085580,Essential hypertension,T047,59621000
132821,2665,21001464,indication,Angina pectoris,C0002962,Angina pectoris,T033,194828000
132822,1424,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
132823,4886,21000789,indication,Obesity,C0028754,Obesity,T047,414916001
132824,2733,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
132825,4887,21001828,indication,Influenza,C0021400,Influenza,T047,6142004
132826,1406,21001866,indication,Asthma,C0004096,Asthma,T047,195967001
132827,4884,21002955,indication,Respiratory distress syndrome in the newborn,C0035220,Respiratory distress syndrome in the newborn,T047,46775006
132828,4299,21000157,indication,Human immunodeficiency virus infection,C0019693,Human immunodeficiency virus infection,T047,86406008
132829,2588,40249118,indication,Neoplasm of head and neck,C0018671,Neoplasm of head and neck,T191,255055008
132830,2588,21000552,indication,Squamous cell carcinoma,C0007137,Squamous cell carcinoma,T191,402815007
132831,4879,21001686,indication,Deep venous thrombosis,C0149871,Deep venous thrombosis,T047,128053003
132832,4880,21001078,indication,Multiple sclerosis,C0026769,Multiple sclerosis,T047,24700007
132833,4678,40249110,indication,Bacterial infection of skin,C0162627,Bacterial infection of skin,T047,128936008
132834,4678,40249109,indication,Staphylococcal infection of skin,C0038166,Staphylococcal infection of skin,T047,402938009
132835,4678,40249111,indication,Streptococcal infection of skin,C1274355,Streptococcal infection of skin,T047,402937004
132836,3180,21000038,indication,Pulmonary tuberculosis,C0041327,Pulmonary tuberculosis,T047,154283005
132837,4881,21003063,indication,Insomnia,C0917801,Insomnia,T184,193462001
132838,4881,21001119,contraindication,Narcolepsy,C0027404,Narcolepsy,T047,60380001
132839,831,40249121,indication,Neuroleptic-induced Parkinsonism,C0236830,Neuroleptic-induced Parkinsonism,T047,72820004
132840,4834,21000709,indication,Glucosylceramide beta-glucosidase deficiency,C0017205,Glucosylceramide beta-glucosidase deficiency,T047,190794006
132841,1512,40249122,indication,Chronic gastritis,C0085695,Chronic gastritis,T047,8493009
132842,4607,40249123,indication,Congestive heart failure,C0018802,Congestive heart failure,T047,42343007
132843,2779,21002013,indication,Gastric ulcer,C0038358,Gastric ulcer,T047,397825006
132844,4882,21001057,indication,Parkinson's disease,C0030567,Parkinson's disease,T047,49049000
132845,1917,21000707,indication,Hyperlipidemia,C0020473,Hyperlipidemia,T047,55822004
132846,1917,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
132847,362,21000707,indication,Hyperlipidemia,C0020473,Hyperlipidemia,T047,55822004
132848,4874,21000310,indication,Onychomycosis of toenails,C1274470,Onychomycosis of toenails,T047,403059006
132849,4874,21005661,indication,Onychomycosis due to dermatophyte,C0040261,Onychomycosis due to dermatophyte,T047,402134005
132850,4874,40249112,indication,Onychomycosis due to Trichophyton mentagrophytes,C0276755,Onychomycosis due to Trichophyton mentagrophytes,T047,23549005
132851,1810,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
132852,1810,40249114,contraindication,Sjogren-Larsson syndrome,C0037231,Sjogren-Larsson syndrome,T019,111303009
132853,4875,21000193,indication,Chronic hepatitis C,C0524910,Chronic hepatitis C,T047,128302006
132854,4876,21013985,indication,Peripheral T-cell lymphoma,C0079774,Peripheral T-cell lymphoma,T191,109977009
132855,1404,21000733,indication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009
132858,4877,21000310,indication,Onychomycosis of toenails,C1274470,Onychomycosis of toenails,T047,403059006
132859,4877,21005661,indication,Onychomycosis due to dermatophyte,C0040261,Onychomycosis due to dermatophyte,T047,402134005
132860,4877,40249112,indication,Onychomycosis due to Trichophyton mentagrophytes,C0276755,Onychomycosis due to Trichophyton mentagrophytes,T047,23549005
132861,4877,40249115,indication,Onychomycosis due to Trichophyton rubrum,C0276754,Onychomycosis due to Trichophyton rubrum,T047,56922006
132862,4878,21000483,indication,"Chronic lymphoid leukemia, disease",C0023434,"Chronic lymphoid leukemia, disease",T191,92814006
132863,4878,21013403,indication,Follicular non-Hodgkin's lymphoma,C0024301,Follicular non-Hodgkin's lymphoma,T191,308121000
132864,4878,40249116,indication,Malignant lymphoma - small lymphocytic,C0855095,Malignant lymphoma - small lymphocytic,T191,302841002
132865,4878,40249117,contraindication,Toxic epidermal necrolysis due to drug,C1274191,Toxic epidermal necrolysis due to drug,T037,402744003
132866,777,40249109,indication,Staphylococcal infection of skin,C0038166,Staphylococcal infection of skin,T047,402938009
132867,777,40249110,indication,Bacterial infection of skin,C0162627,Bacterial infection of skin,T047,128936008
132868,4873,40249109,indication,Staphylococcal infection of skin,C0038166,Staphylococcal infection of skin,T047,402938009
132869,4873,40249110,indication,Bacterial infection of skin,C0162627,Bacterial infection of skin,T047,128936008
132870,4873,40249111,indication,Streptococcal infection of skin,C1274355,Streptococcal infection of skin,T047,402937004
132871,1238,21000526,indication,Carcinoma of female breast,C3163805,Carcinoma of female breast,T191,447782002
132872,2857,40249043,indication,Disorders of initiating and maintaining sleep,C0021603,Disorders of initiating and maintaining sleep,T047,194437008
132873,4871,21000753,indication,Hyperkalemia,C0020461,Hyperkalemia,T033,14140009
132874,4872,21001157,indication,Duchenne muscular dystrophy,C0013264,Duchenne muscular dystrophy,T047,76670001
132875,777,21002591,indication,Infection of skin AND/OR subcutaneous tissue,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,19824006
132876,1796,21000952,indication,Major depressive disorder,C1269683,Major depressive disorder,T048,370143000
132877,4741,40249083,indication,Drug resistant tuberculosis,C0206525,Drug resistant tuberculosis,T047,423709000
132878,1602,21003063,indication,Insomnia,C0917801,Insomnia,T184,193462001
132879,4865,21001022,indication,Depressive disorder,C0011581,Depressive disorder,T048,35489007
132880,3632,21001460,indication,Angina pectoris,C0002962,Angina pectoris,T033,194828000
132881,4382,21002311,indication,Bladder muscle dysfunction - overactive,C0403643,Bladder muscle dysfunction - overactive,T047,236633002
132882,4382,21013999,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
132883,4857,21002510,indication,Atrophic vaginitis,C0221392,Atrophic vaginitis,T047,52441000
132884,4857,21012484,indication,Female hypogonadism syndrome,C0271578,Female hypogonadism syndrome,T047,16041008
132885,3355,21002822,indication,Joint pain,C0003862,Joint pain,T184,57676002
132886,3627,21000204,indication,Condyloma acuminatum,C0009663,Condyloma acuminatum,T047,240542006
132887,4866,40249057,indication,Non-small cell lung cancer,C0007131,Non-small cell lung cancer,T191,254637007
132888,2201,21003125,indication,Edema,C0013604,Edema,T046,267038008
132889,2201,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
132890,600,21002502,indication,Menorrhagia,C0025323,Menorrhagia,T046,386692008
132891,600,21002475,indication,Endometriosis,C0014175,Endometriosis,T047,129103003
132892,2557,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
132893,1993,21001022,indication,Depressive disorder,C0011581,Depressive disorder,T048,35489007
132894,4868,21001828,indication,Influenza,C0021400,Influenza,T047,6142004
132895,4867,21001999,indication,Gastroesophageal reflux disease,C0017168,Gastroesophageal reflux disease,T047,235595009
132896,4867,21000723,contraindication,Hypomagnesemia,C0151723,Hypomagnesemia,T033,190855004
132897,4867,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
132898,4867,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
132899,4867,21002203,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
132900,4867,21002293,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008
