dise_name	orphanet_id	ref_id	ref_name	dise_type
Marfan syndrome	558	C0024796	UMLS	rare_genetic
Marfan syndrome	558	10026829	MedDRA	rare_genetic
Marfan syndrome	558	D008382	MeSH	rare_genetic
Marfan syndrome	558	Q87.4	ICD-10	rare_genetic
Marfan syndrome	558	154700	OMIM	rare_genetic
Familial mesial temporal lobe epilepsy with febrile seizures	165805	614418	OMIM	rare_genetic
Amyotrophic lateral sclerosis	803	614808	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	615426	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	615515	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	616208	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	616437	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	C0002736	UMLS	not_genetic
Amyotrophic lateral sclerosis	803	10002026	MedDRA	not_genetic
Amyotrophic lateral sclerosis	803	D000690	MeSH	not_genetic
Amyotrophic lateral sclerosis	803	G12.2	ICD-10	not_genetic
Amyotrophic lateral sclerosis	803	105400	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	205250	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	300857	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	606070	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	606640	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	608030	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	608031	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	608627	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	611895	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	612069	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	612577	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	613435	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	613954	OMIM	not_genetic
Amyotrophic lateral sclerosis	803	614696	OMIM	not_genetic
Ataxia-telangiectasia	100	D001260	MeSH	rare_genetic
Ataxia-telangiectasia	100	C0004135	UMLS	rare_genetic
Ataxia-telangiectasia	100	10003594	MedDRA	rare_genetic
Ataxia-telangiectasia	100	G11.3	ICD-10	rare_genetic
Ataxia-telangiectasia	100	208900	OMIM	rare_genetic
Ataxia-telangiectasia	100	208910	OMIM	rare_genetic
Familial adenomatous polyposis	733	D011125	MeSH	rare_genetic
Familial adenomatous polyposis	733	D12.6	ICD-10	rare_genetic
Familial adenomatous polyposis	733	C0032580	UMLS	rare_genetic
Familial adenomatous polyposis	733	175100	OMIM	rare_genetic
Familial adenomatous polyposis	733	10056981	MedDRA	rare_genetic
Huntington disease	399	143100	OMIM	rare_genetic
Huntington disease	399	D006816	MeSH	rare_genetic
Huntington disease	399	C0020179	UMLS	rare_genetic
Huntington disease	399	10070668	MedDRA	rare_genetic
Huntington disease	399	G10	ICD-10	rare_genetic
Lafora disease	501	254780	OMIM	rare_genetic
Lafora disease	501	D020192	MeSH	rare_genetic
Lafora disease	501	C0751783	UMLS	rare_genetic
Lafora disease	501	10054030	MedDRA	rare_genetic
Lafora disease	501	G40.3	ICD-10	rare_genetic
Wound myiasis	165955	C0344061	UMLS	not_genetic
Wound myiasis	165955	B87.1	ICD-10	not_genetic
Down syndrome	870	190685	OMIM	rare_genetic
Down syndrome	870	D004314	MeSH	rare_genetic
Down syndrome	870	C0013080	UMLS	rare_genetic
Down syndrome	870	10044688	MedDRA	rare_genetic
Down syndrome	870	Q90.0	ICD-10	rare_genetic
Down syndrome	870	Q90.1	ICD-10	rare_genetic
Down syndrome	870	Q90.2	ICD-10	rare_genetic
Down syndrome	870	Q90.9	ICD-10	rare_genetic
Cavitary myiasis	165958	B87.8	ICD-10	not_genetic
Metachromatic leukodystrophy	512	10067609	MedDRA	rare_genetic
Metachromatic leukodystrophy	512	E75.2	ICD-10	rare_genetic
Metachromatic leukodystrophy	512	C538597	MeSH	rare_genetic
Metachromatic leukodystrophy	512	156310	OMIM	rare_genetic
Metachromatic leukodystrophy	512	249900	OMIM	rare_genetic
Metachromatic leukodystrophy	512	250100	OMIM	rare_genetic
Metachromatic leukodystrophy	512	D007966	MeSH	rare_genetic
Metachromatic leukodystrophy	512	C0023522	UMLS	rare_genetic
Metachromatic leukodystrophy	512	C2713319	UMLS	rare_genetic
Multiple epiphyseal dysplasia, Beighton type	166011	Q77.3	ICD-10	rare_genetic
Multiple epiphyseal dysplasia, Beighton type	166011	132450	OMIM	rare_genetic
Multiple epiphyseal dysplasia, Lowry type	166016	Q78.8	ICD-10	rare_genetic
Multiple epiphyseal dysplasia, Lowry type	166016	601560	OMIM	rare_genetic
22q11.2 deletion syndrome	567	C0012236	UMLS	rare_genetic
22q11.2 deletion syndrome	567	C0220704	UMLS	rare_genetic
22q11.2 deletion syndrome	567	C0795907	UMLS	rare_genetic
22q11.2 deletion syndrome	567	188400	OMIM	rare_genetic
22q11.2 deletion syndrome	567	192430	OMIM	rare_genetic
22q11.2 deletion syndrome	567	C2936346	UMLS	rare_genetic
22q11.2 deletion syndrome	567	C3266101	UMLS	rare_genetic
22q11.2 deletion syndrome	567	10012979	MedDRA	rare_genetic
22q11.2 deletion syndrome	567	10066430	MedDRA	rare_genetic
22q11.2 deletion syndrome	567	D82.1	ICD-10	rare_genetic
22q11.2 deletion syndrome	567	D058165	MeSH	rare_genetic
Sickle cell anemia	232	C0002895	UMLS	rare_genetic
Sickle cell anemia	232	10040641	MedDRA	rare_genetic
Sickle cell anemia	232	D57.0	ICD-10	rare_genetic
Sickle cell anemia	232	D57.1	ICD-10	rare_genetic
Sickle cell anemia	232	D57.2	ICD-10	rare_genetic
Sickle cell anemia	232	603903	OMIM	rare_genetic
Sickle cell anemia	232	D000755	MeSH	rare_genetic
Selective pituitary resistance to thyroid hormone	165994	E05.8	ICD-10	rare_genetic
Selective pituitary resistance to thyroid hormone	165994	145650	OMIM	rare_genetic
Multiple epiphyseal dysplasia due to collagen 9 anomaly	166002	Q77.3	ICD-10	rare_genetic
Multiple epiphyseal dysplasia due to collagen 9 anomaly	166002	600204	OMIM	rare_genetic
Multiple epiphyseal dysplasia due to collagen 9 anomaly	166002	600969	OMIM	rare_genetic
Multiple epiphyseal dysplasia due to collagen 9 anomaly	166002	614135	OMIM	rare_genetic
Diazoxide-resistant diffuse hyperinsulinism	165988	E16.1	ICD-10	rare_genetic
Oculocerebrorenal syndrome of Lowe	534	309000	OMIM	rare_genetic
Oculocerebrorenal syndrome of Lowe	534	D009800	MeSH	rare_genetic
Oculocerebrorenal syndrome of Lowe	534	C0028860	UMLS	rare_genetic
Oculocerebrorenal syndrome of Lowe	534	10051707	MedDRA	rare_genetic
Oculocerebrorenal syndrome of Lowe	534	E72.0	ICD-10	rare_genetic
Exercise-induced hyperinsulinism	165991	610021	OMIM	rare_genetic
Exercise-induced hyperinsulinism	165991	E16.1	ICD-10	rare_genetic
Retinoblastoma	790	D012175	MeSH	rare_genetic
Retinoblastoma	790	C0035335	UMLS	rare_genetic
Retinoblastoma	790	10038916	MedDRA	rare_genetic
Retinoblastoma	790	C69.2	ICD-10	rare_genetic
Retinoblastoma	790	180200	OMIM	rare_genetic
Multiple endocrine neoplasia type 1	652	D018761	MeSH	rare_genetic
Multiple endocrine neoplasia type 1	652	C0025267	UMLS	rare_genetic
Multiple endocrine neoplasia type 1	652	10028190	MedDRA	rare_genetic
Multiple endocrine neoplasia type 1	652	D44.8	ICD-10	rare_genetic
Multiple endocrine neoplasia type 1	652	131100	OMIM	rare_genetic
Fragile X syndrome	908	Q99.2	ICD-10	rare_genetic
Fragile X syndrome	908	D005600	MeSH	rare_genetic
Fragile X syndrome	908	300624	OMIM	rare_genetic
Fragile X syndrome	908	C0016667	UMLS	rare_genetic
Fragile X syndrome	908	C0751156	UMLS	rare_genetic
Fragile X syndrome	908	10017324	MedDRA	rare_genetic
Diazoxide-sensitive diffuse hyperinsulinism	165985	E16.1	ICD-10	rare_genetic
Rheumatic fever	3099	268240	OMIM	not_genetic
Rheumatic fever	3099	10039054	MedDRA	not_genetic
Rheumatic fever	3099	I00	ICD-10	not_genetic
Rheumatic fever	3099	I01.0	ICD-10	not_genetic
Rheumatic fever	3099	I01.1	ICD-10	not_genetic
Rheumatic fever	3099	D012213	MeSH	not_genetic
Rheumatic fever	3099	C0035436	UMLS	not_genetic
Rheumatic fever	3099	I01.2	ICD-10	not_genetic
Rheumatic fever	3099	I01.8	ICD-10	not_genetic
Rheumatic fever	3099	I01.9	ICD-10	not_genetic
Prader-Willi syndrome	739	176270	OMIM	rare_genetic
Prader-Willi syndrome	739	615547	OMIM	rare_genetic
Prader-Willi syndrome	739	D011218	MeSH	rare_genetic
Prader-Willi syndrome	739	C0032897	UMLS	rare_genetic
Prader-Willi syndrome	739	10036476	MedDRA	rare_genetic
Prader-Willi syndrome	739	Q87.1	ICD-10	rare_genetic
X-linked agammaglobulinemia	47	C537409	MeSH	rare_genetic
X-linked agammaglobulinemia	47	C0221026	UMLS	rare_genetic
X-linked agammaglobulinemia	47	300310	OMIM	rare_genetic
X-linked agammaglobulinemia	47	300755	OMIM	rare_genetic
X-linked agammaglobulinemia	47	10060360	MedDRA	rare_genetic
X-linked agammaglobulinemia	47	D80.0	ICD-10	rare_genetic
Mucopolysaccharidosis type 2	580	309900	OMIM	rare_genetic
Mucopolysaccharidosis type 2	580	D016532	MeSH	rare_genetic
Mucopolysaccharidosis type 2	580	C0026705	UMLS	rare_genetic
Mucopolysaccharidosis type 2	580	C2718304	UMLS	rare_genetic
Mucopolysaccharidosis type 2	580	10056889	MedDRA	rare_genetic
Mucopolysaccharidosis type 2	580	E76.1	ICD-10	rare_genetic
Mucopolysaccharidosis type 1	579	D008059	MeSH	rare_genetic
Mucopolysaccharidosis type 1	579	E76.0	ICD-10	rare_genetic
Mucopolysaccharidosis type 1	579	C0023786	UMLS	rare_genetic
Mucopolysaccharidosis type 1	579	607014	OMIM	rare_genetic
Mucopolysaccharidosis type 1	579	607015	OMIM	rare_genetic
Mucopolysaccharidosis type 1	579	607016	OMIM	rare_genetic
Mucopolysaccharidosis type 1	579	C2713321	UMLS	rare_genetic
Mucopolysaccharidosis type 1	579	10056886	MedDRA	rare_genetic
Wilson disease	905	D006527	MeSH	rare_genetic
Wilson disease	905	C0019202	UMLS	rare_genetic
Wilson disease	905	10019819	MedDRA	rare_genetic
Wilson disease	905	E83.0	ICD-10	rare_genetic
Wilson disease	905	277900	OMIM	rare_genetic
Non-syndromic cerebral malformation due to abnormal neuronal migration	163209	Q04.8	ICD-10	rare_genetic
X-linked retinoschisis	792	Q14.1	ICD-10	rare_genetic
X-linked retinoschisis	792	312700	OMIM	rare_genetic
X-linked mixed deafness with perilymphatic gusher	383	H90.8	ICD-10	rare_genetic
X-linked mixed deafness with perilymphatic gusher	383	304400	OMIM	rare_genetic
Subacute cutaneous lupus erythematosus	163525	10057903	MedDRA	not_genetic
Subacute cutaneous lupus erythematosus	163525	L93.1	ICD-10	not_genetic
Subacute cutaneous lupus erythematosus	163525	C0024140	UMLS	not_genetic
Stargardt disease	827	C0271093	UMLS	rare_genetic
Stargardt disease	827	10062766	MedDRA	rare_genetic
Stargardt disease	827	H35.5	ICD-10	rare_genetic
Stargardt disease	827	248200	OMIM	rare_genetic
Stargardt disease	827	600110	OMIM	rare_genetic
Stargardt disease	827	603786	OMIM	rare_genetic
Chronic cutaneous lupus erythematosus	163531	10057929	MedDRA	not_genetic
Chronic cutaneous lupus erythematosus	163531	L93.0	ICD-10	not_genetic
Chronic cutaneous lupus erythematosus	163531	L93.2	ICD-10	not_genetic
Wiskott-Aldrich syndrome	906	D014923	MeSH	rare_genetic
Wiskott-Aldrich syndrome	906	10047992	MedDRA	rare_genetic
Wiskott-Aldrich syndrome	906	D82.0	ICD-10	rare_genetic
Wiskott-Aldrich syndrome	906	277970	OMIM	rare_genetic
Wiskott-Aldrich syndrome	906	301000	OMIM	rare_genetic
Wiskott-Aldrich syndrome	906	600903	OMIM	rare_genetic
Wiskott-Aldrich syndrome	906	614493	OMIM	rare_genetic
Wiskott-Aldrich syndrome	906	C0043194	UMLS	rare_genetic
Williams syndrome	904	10049644	MedDRA	rare_genetic
Williams syndrome	904	Q87.8	ICD-10	rare_genetic
Williams syndrome	904	194050	OMIM	rare_genetic
Williams syndrome	904	D018980	MeSH	rare_genetic
Williams syndrome	904	C0175702	UMLS	rare_genetic
Congenital nasal pyriform aperture stenosis with holoprosencephaly	162521	Q30.8	ICD-10	not_genetic
Isolated congenital nasal pyriform aperture stenosis	162516	Q30.8	ICD-10	not_genetic
Wolf-Hirschhorn syndrome	280	C536740	MeSH	rare_genetic
Wolf-Hirschhorn syndrome	280	D054877	MeSH	rare_genetic
Wolf-Hirschhorn syndrome	280	C1956097	UMLS	rare_genetic
Wolf-Hirschhorn syndrome	280	194190	OMIM	rare_genetic
Wolf-Hirschhorn syndrome	280	10050361	MedDRA	rare_genetic
Wolf-Hirschhorn syndrome	280	Q93.3	ICD-10	rare_genetic
Achondroplasia	15	C0001080	UMLS	rare_genetic
Achondroplasia	15	100800	OMIM	rare_genetic
Achondroplasia	15	10000452	MedDRA	rare_genetic
Achondroplasia	15	D000130	MeSH	rare_genetic
Achondroplasia	15	Q77.4	ICD-10	rare_genetic
Isolated congenital auditory ossicle malformation	162526	Q16.3	ICD-10	not_genetic
Ataxia with vitamin E deficiency	96	C1848533	UMLS	rare_genetic
Ataxia with vitamin E deficiency	96	10047631	MedDRA	rare_genetic
Ataxia with vitamin E deficiency	96	G11.1	ICD-10	rare_genetic
Ataxia with vitamin E deficiency	96	277460	OMIM	rare_genetic
Ataxia with vitamin E deficiency	96	C535393	MeSH	rare_genetic
Dentatorubral pallidoluysian atrophy	101	C0751781	UMLS	rare_genetic
Dentatorubral pallidoluysian atrophy	101	125370	OMIM	rare_genetic
Dentatorubral pallidoluysian atrophy	101	G11.8	ICD-10	rare_genetic
Rubinstein-Taybi syndrome	783	C0035934	UMLS	rare_genetic
Rubinstein-Taybi syndrome	783	10039281	MedDRA	rare_genetic
Rubinstein-Taybi syndrome	783	D012415	MeSH	rare_genetic
Rubinstein-Taybi syndrome	783	Q87.2	ICD-10	rare_genetic
Rubinstein-Taybi syndrome	783	180849	OMIM	rare_genetic
Rubinstein-Taybi syndrome	783	610543	OMIM	rare_genetic
Rubinstein-Taybi syndrome	783	613684	OMIM	rare_genetic
Non-acquired isolated growth hormone deficiency	631	E23.0	ICD-10	rare_genetic
Non-acquired isolated growth hormone deficiency	631	173100	OMIM	rare_genetic
Non-acquired isolated growth hormone deficiency	631	262400	OMIM	rare_genetic
Non-acquired isolated growth hormone deficiency	631	262650	OMIM	rare_genetic
Non-acquired isolated growth hormone deficiency	631	300123	OMIM	rare_genetic
Non-acquired isolated growth hormone deficiency	631	307200	OMIM	rare_genetic
Non-acquired isolated growth hormone deficiency	631	612781	OMIM	rare_genetic
Non-acquired isolated growth hormone deficiency	631	C0013338	UMLS	rare_genetic
Non-acquired isolated growth hormone deficiency	631	10035083	MedDRA	rare_genetic
Spondyloepiphyseal dysplasia, Nishimura type	163649	602611	OMIM	rare_genetic
Spondyloepiphyseal dysplasia, Nishimura type	163649	Q77.7	ICD-10	rare_genetic
T-B+ severe combined immunodeficiency due to gamma chain deficiency	276	C2931540	UMLS	rare_genetic
T-B+ severe combined immunodeficiency due to gamma chain deficiency	276	D81.2	ICD-10	rare_genetic
T-B+ severe combined immunodeficiency due to gamma chain deficiency	276	300400	OMIM	rare_genetic
Spondyloepiphyseal dysplasia, Cantu type	163654	Q77.7	ICD-10	rare_genetic
Spondyloepiphyseal dysplasia, Cantu type	163654	611717	OMIM	rare_genetic
Kennedy disease	481	C0393547	UMLS	rare_genetic
Kennedy disease	481	C0752353	UMLS	rare_genetic
Kennedy disease	481	313200	OMIM	rare_genetic
Kennedy disease	481	C1839259	UMLS	rare_genetic
Kennedy disease	481	10068600	MedDRA	rare_genetic
Kennedy disease	481	G12.2	ICD-10	rare_genetic
Ornithine transcarbamylase deficiency	664	C0268542	UMLS	rare_genetic
Ornithine transcarbamylase deficiency	664	10052450	MedDRA	rare_genetic
Ornithine transcarbamylase deficiency	664	311250	OMIM	rare_genetic
Ornithine transcarbamylase deficiency	664	D020163	MeSH	rare_genetic
Ornithine transcarbamylase deficiency	664	E72.4	ICD-10	rare_genetic
Spondyloepiphyseal dysplasia, MacDermot type	163668	Q77.7	ICD-10	rare_genetic
Spondyloepiphyseal dysplasia, MacDermot type	163668	184000	OMIM	rare_genetic
Spondyloepiphyseal dysplasia, Byers type	163673	183850	OMIM	not_genetic
Spondyloepiphyseal dysplasia, Reardon type	163662	Q77.7	ICD-10	rare_genetic
Spondyloepiphyseal dysplasia, Reardon type	163662	600561	OMIM	rare_genetic
Classic homocystinuria	394	C0751202	UMLS	rare_genetic
Classic homocystinuria	394	10071093	MedDRA	rare_genetic
Classic homocystinuria	394	E72.1	ICD-10	rare_genetic
Classic homocystinuria	394	236200	OMIM	rare_genetic
Spondyloepiphyseal dysplasia tarda, Kohn type	163665	271620	OMIM	rare_genetic
Spondyloepiphyseal dysplasia tarda, Kohn type	163665	Q77.7	ICD-10	rare_genetic
Leprechaunism	508	C0265344	UMLS	rare_genetic
Leprechaunism	508	246200	OMIM	rare_genetic
Leprechaunism	508	E34.8	ICD-10	rare_genetic
Hypophosphatasia	436	D007014	MeSH	rare_genetic
Hypophosphatasia	436	C0020630	UMLS	rare_genetic
Hypophosphatasia	436	10049933	MedDRA	rare_genetic
Hypophosphatasia	436	E83.3	ICD-10	rare_genetic
Hypophosphatasia	436	146300	OMIM	rare_genetic
Hypophosphatasia	436	241500	OMIM	rare_genetic
Hypophosphatasia	436	241510	OMIM	rare_genetic
Hb Bart's hydrops fetalis	163596	D56.0	ICD-10	rare_genetic
Hb Bart's hydrops fetalis	163596	236750	OMIM	rare_genetic
Hypochondroplasia	429	Q77.4	ICD-10	rare_genetic
Hypochondroplasia	429	C0410529	UMLS	rare_genetic
Hypochondroplasia	429	146000	OMIM	rare_genetic
Hypochondroplasia	429	10020967	MedDRA	rare_genetic
Hypophosphatemic rickets	437	C1704375	UMLS	rare_genetic
Hypophosphatemic rickets	437	10060873	MedDRA	rare_genetic
Hypophosphatemic rickets	437	E83.3	ICD-10	rare_genetic
Leber hereditary optic neuropathy	104	H47.2	ICD-10	rare_genetic
Leber hereditary optic neuropathy	104	308905	OMIM	rare_genetic
Leber hereditary optic neuropathy	104	535000	OMIM	rare_genetic
Bile acid synthesis defect with cholestasis and malabsorption	163631	K76.8	ICD-10	rare_genetic
Maffucci syndrome	163634	C0024454	UMLS	rare_genetic
Maffucci syndrome	163634	614569	OMIM	rare_genetic
Maffucci syndrome	163634	Q78.4	ICD-10	rare_genetic
Hydrocephalus with stenosis of the aqueduct of Sylvius	2182	Q03.0	ICD-10	rare_genetic
Hydrocephalus with stenosis of the aqueduct of Sylvius	2182	C0265216	UMLS	rare_genetic
Hydrocephalus with stenosis of the aqueduct of Sylvius	2182	307000	OMIM	rare_genetic
Benign familial mesial temporal lobe epilepsy	163717	611630	OMIM	rare_genetic
Benign familial mesial temporal lobe epilepsy	163717	614417	OMIM	rare_genetic
Benign familial mesial temporal lobe epilepsy	163717	615697	OMIM	rare_genetic
Neurofibromatosis type 1	636	C538607	MeSH	rare_genetic
Neurofibromatosis type 1	636	D009456	MeSH	rare_genetic
Neurofibromatosis type 1	636	10047712	MedDRA	rare_genetic
Neurofibromatosis type 1	636	Q85.0	ICD-10	rare_genetic
Neurofibromatosis type 1	636	C0027831	UMLS	rare_genetic
Neurofibromatosis type 1	636	162200	OMIM	rare_genetic
Neurofibromatosis type 1	636	162210	OMIM	rare_genetic
Neurofibromatosis type 1	636	613675	OMIM	rare_genetic
Febrile infection-related epilepsy syndrome	163703	G40.5	ICD-10	not_genetic
Norrie disease	649	H35.5	ICD-10	rare_genetic
Norrie disease	649	C537849	MeSH	rare_genetic
Norrie disease	649	310600	OMIM	rare_genetic
Norrie disease	649	C0266526	UMLS	rare_genetic
Norrie disease	649	10069760	MedDRA	rare_genetic
Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	163727	C535499	MeSH	rare_genetic
Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	163727	608105	OMIM	rare_genetic
Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	163727	C1842531	UMLS	rare_genetic
Rolandic epilepsy-speech dyspraxia syndrome	163721	245570	OMIM	rare_genetic
Rolandic epilepsy-speech dyspraxia syndrome	163721	300643	OMIM	rare_genetic
Leukoencephalopathy-dystonia-motor neuropathy syndrome	163684	E75.2	ICD-10	rare_genetic
Leukoencephalopathy-dystonia-motor neuropathy syndrome	163684	613724	OMIM	rare_genetic
Cortical dysplasia-focal epilepsy syndrome	163681	Q04.8	ICD-10	rare_genetic
Cortical dysplasia-focal epilepsy syndrome	163681	610042	OMIM	rare_genetic
Chronic granulomatous disease	379	233690	OMIM	rare_genetic
Chronic granulomatous disease	379	233700	OMIM	rare_genetic
Chronic granulomatous disease	379	233710	OMIM	rare_genetic
Chronic granulomatous disease	379	306400	OMIM	rare_genetic
Chronic granulomatous disease	379	613960	OMIM	rare_genetic
Chronic granulomatous disease	379	D006105	MeSH	rare_genetic
Chronic granulomatous disease	379	233670	OMIM	rare_genetic
Chronic granulomatous disease	379	C0018203	UMLS	rare_genetic
Chronic granulomatous disease	379	10008906	MedDRA	rare_genetic
Chronic granulomatous disease	379	D71	ICD-10	rare_genetic
